dcterms_extent,dc_format,dc_contributor,dc_subject,dcterms_spatial,dcterms_type,dcterms_temporal,dcterms_isPartOf,fedora_hasParent,fedora_lastModified,dc_title,fedora_createdBy,dcterms_abstract,dc_identifier,dc_type,ldp_contains,fedora_lastModifiedBy,dc_rights,dcterms_created,fedora_writable,fedora_created,files,tamudigital_local/details,dc_description,dc_creator
1 color negative; Negative Slide 5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Carving (Decorative arts)|Deans (Education)|Adams, Richard H.|Wood-carving",College Station|Texas,StillImage,1970s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:28:10.439000+00:00,Wood Carving at Memorial Student Center,fedoraAdmin,"Dean Richard H. Adams stands beside one of the six panels of a wood carvings commissioned for the Texas A&M University's 1976 centennial year. This is the work of artist Rodney Hill and his wife Sue, which, at the time this photo was taken, adorned the walls of the building that used to be the old Memorial Student Center.",0509,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/300/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/300/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1976,false,2022-12-21T17:28:10.439000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/300/pages/page_0/files/CVM_0509.jpg,,,
1 black-and -white print (photograph); 11.5X16.5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Award presentations|Deans (Education)|Dollahite, James W.|Shelton, George Calvin, 1923-",College Station|Texas,StillImage,1970s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:18:05.961000+00:00,"Dr. James W. Dollahite, number 02",fedoraAdmin,"George Shelton (right) presents an award to Dr. James W. Dollahite (center), veterinarian, toxicologist and research scientist, for outstanding service to his profession, the livestock industry, and all who sought his aid and council. Mrs. Dollahite stands to the left.",0479,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/270/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/270/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1975-01,false,2022-12-21T17:18:05.961000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/270/pages/page_0/files/CVM_0479.jpg,"Written on photograph: ""January 10,1975.""",Photographed during January 1975.,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Cats|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:41:57.475000+00:00,"Stevenson Center Pet Residents, number 085",fedoraAdmin,The cat tower at the Stevenson Companion Animal Life-Care Center is enjoyed by the feline residents. Priscilla is at the top.,0362-12,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/86/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/86/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:41:57.475000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/86/pages/page_0/files/CVM_0362-12.jpg,,,
1 black-and -white print (photograph); 10.5X8mm; foam board mat & frame,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Martens, Ronald",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:11:16.729000+00:00,Ronald Martens,fedoraAdmin,"Ronald Martens, Department of Veterinary Large Animal Medicine. Dr. Ronald Martens received his D.V.M. degree at Michigan State University in 1965. His scholarly interests are in equine infectious diseases-pathogenesis, diagnosis and prevention and in particular Rhodococcus equi foal pneumonia. Dr. Martens as of 2017 is professor emeritus and held positions in the department of Large Animal Medicine.",0120|0457,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/250/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/250/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,false,2022-12-21T17:11:16.729000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/250/pages/page_0/files/CVM_0457.jpg,"Written on photograph: Ronald Martens, Faculty photograph. VLAM.",,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Birds|Pet medicine|Small Animal Medicine|Pets|Parrots|Animal housing|Stevenson Companion Animal Life-Care Center,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:45:48.434000+00:00,"Stevenson Center Pet Residents, number 097",fedoraAdmin,"""Wei-Linn"" a black-mustached parakeet who was the first bird to reside of Stevenson Companion Animal Life-Care Center.",0362-24,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/98/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/98/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:45:48.434000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/98/pages/page_0/files/CVM_0362-24.jpg,,,
1 black-and -white print (photograph); 11X8mm; foam board mat & frame,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Texas Agricultural Extension Service--Employees|Management|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Fairies, Buddy|College administrators|Veterinarians",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:08:36.180000+00:00,Buddy Fairies,fedoraAdmin,"Buddy Fairies, leader for the Veterinary Extension Program, poses for a faculty picture.",0449|0107,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/242/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/242/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,false,2022-12-21T17:08:36.180000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/242/pages/page_0/files/CVM_0449.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Pets|Texas A & M University. College of Veterinary Medicine--Students|Animal housing|Veterinary students|Stevenson Companion Animal Life-Care Center|Women veterinary students|Pet medicine|Small Animal Medicine|Harris, Kathleen|Dogs|Human-animal relationships",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:43:01.865000+00:00,"Stevenson Center Pet Residents, number 109",fedoraAdmin,"Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0363-12,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/110/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/110/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:43:01.865000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/110/pages/page_0/files/CVM_0363-12.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Parrots|Animal housing|Stevenson Companion Animal Life-Care Center|Birds|Pet medicine|Small Animal Medicine|Pets,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:44:50.529000+00:00,"Stevenson Center Pet Residents, number 094",fedoraAdmin,"""Wei-Linn"" a black-mustached parakeet who was the first bird to reside of Stevenson Companion Animal Life-Care Center.",0362-21,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/95/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/95/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:44:50.529000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/95/pages/page_0/files/CVM_0362-21.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:28:51.243000+00:00,"Stevenson Center Pet Residents, number 044",fedoraAdmin,"Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-08,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/45/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/45/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:28:51.243000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/45/pages/page_0/files/CVM_0361-8.jpg,,,
1 color print (photograph); 17.5X11.5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Womack, Raby|College teachers' spouses|Womack, James E.",College Station|Texas,StillImage,2000s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:46:34.545000+00:00,Womack Wins Wolf Prize 09,fedoraAdmin,"Dr. James E. Womack, professor of pathobiology and Director of the Center for Animal and Bio-Technology and Genetics, (CABG) received the Wolf Prize.",0564,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/355/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/355/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2001,false,2022-12-21T17:46:34.545000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/355/pages/page_0/files/CVM_0564.jpg,,,
1 color negative; Kodak 800 film-4 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Parties|Special Events|Womack, James E.--Anniversaries, etc.|Veterinary teachers|Womack, James E.|Texas A & M University. College of Veterinary Medicine--Faculty|Skow, Loren C.",Texas|College Station,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:05:20.052000+00:00,"Womack Reception, number 42",fedoraAdmin,"Shown here left to right: Dr. Loren Skow, unnamed woman, Dr. James Womack.",0628,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/411/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/411/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,false,2022-12-21T18:05:20.052000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/411/pages/page_0/files/CVM_0628.jpg,Written on photograph: -Roll 2 frame 7,,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Animal housing|Stevenson Companion Animal Life-Care Center|Parties,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:58:07.037000+00:00,"Stevenson Center Special Events, number 03",fedoraAdmin,Unnamed man partakes of celebration foods.,0367,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/158/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/158/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,false,2022-12-21T15:58:07.037000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/158/pages/page_0/files/CVM_0367.jpg,,Photograph taken during December 1999.,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs|Pets|Animal housing,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:38:26.904000+00:00,"Stevenson Center Pet Residents , number 074",fedoraAdmin,"Canine resident ""Algernon"" who arrived at the center in 1997.",0362-01,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/75/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/75/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:38:26.904000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/75/pages/page_0/files/CVM_0362-1.jpg,,,
1 black-and -white print (photograph); 11.5X9mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Gleiser, Chester A.|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Equipment and Supplies|Veterinarians|Pathology, Veterinary|Veterinary laboratories",College Station|Texas,StillImage,1970s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:02:13.090000+00:00,"Dr. Chester A. Gleiser, number 1",fedoraAdmin,Gleiser looking at slides. Dr. Chester A. Gleiser was a retired small-animal pathologist and laboratory-animal veterinarian.,0430,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/223/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/223/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1970-03,false,2022-12-21T17:02:13.090000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/223/pages/page_0/files/CVM_0430.jpg,Written on photograph: Gleiser 3-70,,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Kay|College teachers' spouses|Deans (Education)--Retirement|Retirement|Ophthalmologists--Retirement|Playter, Robert--Anniversaries, etc.|Williams, David A.|Special Events|College administrators--Retirement",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:38:30.023000+00:00,"Playter Retirement, number 31",fedoraAdmin,Mrs. Kay Playter in grey dress speaks with Dr. David A. Williams and his wife.,0540,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/331/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/331/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:38:30.023000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/331/pages/page_0/files/CVM_0540.jpg,,Photograph taken during June 1999.,
